merchant_id,txn_month,total_revenue,txn_count,unique_customers,avg_order_value,prev_revenue,revenue_growth_rate,repeat_purchase_rate,merchant_name,industry,region,growth_type,estimated_ltv,cac_estimate,ltv_cac_ratio,anomaly_type,month_num,year,revenue_lag_1,revenue_lag_2,revenue_lag_3,revenue_rolling_mean_3,txn_rolling_mean_3,industry_encoded,region_encoded,growth_encoded,target_revenue_next
M0007,2024-04,4086099,117,117,34923.92307692308,3129798.0,30.55,0.0,가맹점_7,음식점,인천,급성장,419087.0,11273,37.18,정상,4,2024,3129798.0,3600171.0,3173753.0,3605356.0,105.66666666666667,4,4,0,4340857.0
M0007,2024-05,4340857,127,126,34179.97637795276,4086099.0,6.23,0.79,가맹점_7,음식점,인천,급성장,413400.0,27355,15.11,정상,5,2024,4086099.0,3129798.0,3600171.0,3852251.3333333335,113.0,4,4,0,5358410.0
M0007,2024-06,5358410,156,155,34348.782051282054,4340857.0,23.44,0.65,가맹점_7,음식점,인천,급성장,414865.0,28405,14.61,정상,6,2024,4340857.0,4086099.0,3129798.0,4595122.0,133.33333333333334,4,4,0,2839578.0
M0007,2024-07,2839578,88,86,32267.93181818182,5358410.0,-47.01,2.33,가맹점_7,음식점,인천,급성장,396237.0,10638,37.25,정상,7,2024,5358410.0,4340857.0,4086099.0,4179615.0,123.66666666666667,4,4,0,4959614.0
M0007,2024-08,4959614,140,140,35425.81428571429,2839578.0,74.66,0.0,가맹점_7,음식점,인천,급성장,425110.0,18089,23.5,정상,8,2024,2839578.0,5358410.0,4340857.0,4385867.333333333,128.0,4,4,0,4661124.0
M0007,2024-09,4661124,131,129,35581.099236641225,4959614.0,-6.02,1.55,가맹점_7,음식점,인천,급성장,433591.0,15041,28.83,정상,9,2024,4959614.0,2839578.0,5358410.0,4153438.6666666665,119.66666666666667,4,4,0,4583433.0
M0007,2024-10,4583433,126,126,36376.45238095238,4661124.0,-1.67,0.0,가맹점_7,음식점,인천,급성장,436517.0,26412,16.53,정상,10,2024,4661124.0,4959614.0,2839578.0,4734723.666666667,132.33333333333334,4,4,0,5000606.0
M0007,2024-11,5000606,146,144,34250.72602739726,4583433.0,9.1,1.39,가맹점_7,음식점,인천,급성장,416722.0,21286,19.58,정상,11,2024,4583433.0,4661124.0,4959614.0,4748387.666666667,134.33333333333334,4,4,0,5994008.0
M0007,2024-12,5994008,157,155,38178.3949044586,5000606.0,19.87,1.29,가맹점_7,음식점,인천,급성장,464051.0,25748,18.02,정상,12,2024,5000606.0,4583433.0,4661124.0,5192682.333333333,143.0,4,4,0,4379917.0
M0007,2025-01,4379917,126,125,34761.24603174603,5994008.0,-26.93,0.8,가맹점_7,음식점,인천,급성장,420472.0,33606,12.51,정상,1,2025,5994008.0,5000606.0,4583433.0,5124843.666666667,143.0,4,4,0,4705152.0
M0007,2025-02,4705152,130,129,36193.47692307692,4379917.0,7.43,0.78,가맹점_7,음식점,인천,급성장,437709.0,20966,20.88,정상,2,2025,4379917.0,5994008.0,5000606.0,5026359.0,137.66666666666666,4,4,0,4136794.0
M0007,2025-03,4136794,105,104,39398.038095238095,4705152.0,-12.08,0.96,가맹점_7,음식점,인천,급성장,477315.0,11919,40.05,정상,3,2025,4705152.0,4379917.0,5994008.0,4407287.666666667,120.33333333333333,4,4,0,6062773.0
M0007,2025-04,6062773,150,149,40418.486666666664,4136794.0,46.56,0.67,가맹점_7,음식점,인천,급성장,488271.0,27469,17.78,정상,4,2025,4136794.0,4705152.0,4379917.0,4968239.666666667,128.33333333333334,4,4,0,5932009.0
M0007,2025-05,5932009,150,148,39546.72666666667,6062773.0,-2.16,1.35,가맹점_7,음식점,인천,급성장,480967.0,19895,24.18,정상,5,2025,6062773.0,4136794.0,4705152.0,5377192.0,135.0,4,4,0,6542302.0
M0007,2025-06,6542302,161,159,40635.416149068325,5932009.0,10.29,1.26,가맹점_7,음식점,인천,급성장,493769.0,24055,20.53,정상,6,2025,5932009.0,6062773.0,4136794.0,6179028.0,153.66666666666666,4,4,0,6616739.0
M0007,2025-07,6616739,171,169,38694.380116959066,6542302.0,1.14,1.18,가맹점_7,음식점,인천,급성장,469812.0,17609,26.68,정상,7,2025,6542302.0,5932009.0,6062773.0,6363683.333333333,160.66666666666666,4,4,0,5999250.0
M0007,2025-08,5999250,156,156,38456.730769230766,6616739.0,-9.33,0.0,가맹점_7,음식점,인천,급성장,461481.0,33715,13.69,정상,8,2025,6616739.0,6542302.0,5932009.0,6386097.0,162.66666666666666,4,4,0,5366598.0
M0007,2025-09,5366598,139,137,38608.61870503597,5999250.0,-10.55,1.46,가맹점_7,음식점,인천,급성장,470068.0,25392,18.51,정상,9,2025,5999250.0,6616739.0,6542302.0,5994195.666666667,155.33333333333334,4,4,0,7000452.0
M0007,2025-10,7000452,167,163,41918.87425149701,5366598.0,30.44,2.45,가맹점_7,음식점,인천,급성장,515351.0,11517,44.75,정상,10,2025,5366598.0,5999250.0,6616739.0,6122100.0,154.0,4,4,0,7378916.0
M0007,2025-11,7378916,190,185,38836.4,7000452.0,5.41,2.7,가맹점_7,음식점,인천,급성장,478620.0,31585,15.15,정상,11,2025,7000452.0,5366598.0,5999250.0,6581988.666666667,165.33333333333334,4,4,0,7192777.0
M0007,2025-12,7192777,180,175,39959.87222222222,7378916.0,-2.52,2.86,가맹점_7,음식점,인천,급성장,493233.0,29473,16.74,정상,12,2025,7378916.0,7000452.0,5366598.0,7190715.0,179.0,4,4,0,
M0008,2023-01,1392752,43,42,32389.581395348836,,,2.38,가맹점_8,교육,인천,안정,397925.0,31331,12.7,정상,1,2023,,,,1392752.0,43.0,1,4,1,1365306.0
M0008,2023-02,1365306,49,49,27863.38775510204,1392752.0,-1.97,0.0,가맹점_8,교육,인천,안정,334361.0,8682,38.51,정상,2,2023,1392752.0,,,1379029.0,46.0,1,4,1,1431014.0
M0008,2023-03,1431014,52,51,27519.5,1365306.0,4.81,1.96,가맹점_8,교육,인천,안정,336707.0,26276,12.81,정상,3,2023,1365306.0,1392752.0,,1396357.3333333333,48.0,1,4,1,1059851.0
M0008,2023-04,1059851,36,36,29440.305555555555,1431014.0,-25.94,0.0,가맹점_8,교육,인천,안정,353284.0,19009,18.59,정상,4,2023,1431014.0,1365306.0,1392752.0,1285390.3333333333,45.666666666666664,1,4,1,1570801.0
M0008,2023-05,1570801,50,50,31416.02,1059851.0,48.21,0.0,가맹점_8,교육,인천,안정,376992.0,10478,35.98,정상,5,2023,1059851.0,1431014.0,1365306.0,1353888.6666666667,46.0,1,4,1,1321571.0
M0008,2023-06,1321571,44,44,30035.704545454544,1570801.0,-15.87,0.0,가맹점_8,교육,인천,안정,360428.0,29898,12.06,정상,6,2023,1570801.0,1059851.0,1431014.0,1317407.6666666667,43.333333333333336,1,4,1,1399827.0
M0008,2023-07,1399827,48,48,29163.0625,1321571.0,5.92,0.0,가맹점_8,교육,인천,안정,349957.0,33806,10.35,정상,7,2023,1321571.0,1570801.0,1059851.0,1430733.0,47.333333333333336,1,4,1,1236295.0
M0008,2023-08,1236295,40,40,30907.375,1399827.0,-11.68,0.0,가맹점_8,교육,인천,안정,370888.0,10891,34.05,정상,8,2023,1399827.0,1321571.0,1570801.0,1319231.0,44.0,1,4,1,1270442.0
M0008,2023-09,1270442,45,45,28232.044444444444,1236295.0,2.76,0.0,가맹점_8,교육,인천,안정,338785.0,31611,10.72,정상,9,2023,1236295.0,1399827.0,1321571.0,1302188.0,44.333333333333336,1,4,1,1269967.0
M0008,2023-10,1269967,43,43,29534.116279069767,1270442.0,-0.04,0.0,가맹점_8,교육,인천,안정,354409.0,14018,25.28,정상,10,2023,1270442.0,1236295.0,1399827.0,1258901.3333333333,42.666666666666664,1,4,1,1586906.0
M0008,2023-11,1586906,53,53,29941.622641509435,1269967.0,24.96,0.0,가맹점_8,교육,인천,안정,359299.0,14001,25.66,정상,11,2023,1269967.0,1270442.0,1236295.0,1375771.6666666667,47.0,1,4,1,4265536.0
M0008,2023-12,4265536,55,54,77555.2,1586906.0,168.8,1.85,가맹점_8,교육,인천,안정,947880.0,22112,42.87,revenue_spike,12,2023,1586906.0,1269967.0,1270442.0,2374136.3333333335,50.333333333333336,1,4,1,1266284.0
M0008,2024-01,1266284,43,43,29448.46511627907,4265536.0,-70.31,0.0,가맹점_8,교육,인천,안정,353382.0,19782,17.86,정상,1,2024,4265536.0,1586906.0,1269967.0,2372908.6666666665,50.333333333333336,1,4,1,1394290.0
M0008,2024-02,1394290,51,50,27339.019607843136,1266284.0,10.11,2.0,가맹점_8,교육,인천,안정,334630.0,22367,14.96,정상,2,2024,1266284.0,4265536.0,1586906.0,2308703.3333333335,49.666666666666664,1,4,1,1415507.0
M0008,2024-03,1415507,54,54,26213.09259259259,1394290.0,1.52,0.0,가맹점_8,교육,인천,안정,314557.0,23751,13.24,정상,3,2024,1394290.0,1266284.0,4265536.0,1358693.6666666667,49.333333333333336,1,4,1,1079403.0
M0008,2024-04,1079403,37,37,29173.054054054053,1415507.0,-23.74,0.0,가맹점_8,교육,인천,안정,350077.0,14099,24.83,정상,4,2024,1415507.0,1394290.0,1266284.0,1296400.0,47.333333333333336,1,4,1,1433721.0
M0008,2024-05,1433721,51,51,28112.176470588234,1079403.0,32.83,0.0,가맹점_8,교육,인천,안정,337346.0,34832,9.68,정상,5,2024,1079403.0,1415507.0,1394290.0,1309543.6666666667,47.333333333333336,1,4,1,1541540.0
M0008,2024-06,1541540,53,53,29085.66037735849,1433721.0,7.52,0.0,가맹점_8,교육,인천,안정,349028.0,12264,28.46,정상,6,2024,1433721.0,1079403.0,1415507.0,1351554.6666666667,47.0,1,4,1,1573570.0
M0008,2024-07,1573570,52,52,30260.96153846154,1541540.0,2.08,0.0,가맹점_8,교육,인천,안정,363132.0,29311,12.39,정상,7,2024,1541540.0,1433721.0,1079403.0,1516277.0,52.0,1,4,1,1124275.0
M0008,2024-08,1124275,40,40,28106.875,1573570.0,-28.55,0.0,가맹점_8,교육,인천,안정,337282.0,16719,20.17,정상,8,2024,1573570.0,1541540.0,1433721.0,1413128.3333333333,48.333333333333336,1,4,1,1156300.0
M0008,2024-09,1156300,38,38,30428.947368421053,1124275.0,2.85,0.0,가맹점_8,교육,인천,안정,365147.0,8032,45.46,정상,9,2024,1124275.0,1573570.0,1541540.0,1284715.0,43.333333333333336,1,4,1,1507327.0
M0008,2024-10,1507327,48,47,31402.645833333332,1156300.0,30.36,2.13,가맹점_8,교육,인천,안정,384858.0,25039,15.37,정상,10,2024,1156300.0,1124275.0,1573570.0,1262634.0,42.0,1,4,1,1337309.0
M0008,2024-11,1337309,49,49,27292.020408163266,1507327.0,-11.28,0.0,가맹점_8,교육,인천,안정,327504.0,30277,10.82,정상,11,2024,1507327.0,1156300.0,1124275.0,1333645.3333333333,45.0,1,4,1,1464912.0
M0008,2024-12,1464912,50,50,29298.24,1337309.0,9.54,0.0,가맹점_8,교육,인천,안정,351579.0,15972,22.01,정상,12,2024,1337309.0,1507327.0,1156300.0,1436516.0,49.0,1,4,1,1131030.0
M0008,2025-01,1131030,33,33,34273.63636363636,1464912.0,-22.79,0.0,가맹점_8,교육,인천,안정,411284.0,24635,16.7,정상,1,2025,1464912.0,1337309.0,1507327.0,1311083.6666666667,44.0,1,4,1,858704.0
M0008,2025-02,858704,30,30,28623.466666666667,1131030.0,-24.08,0.0,가맹점_8,교육,인천,안정,343482.0,18122,18.95,정상,2,2025,1131030.0,1464912.0,1337309.0,1151548.6666666667,37.666666666666664,1,4,1,1373832.0
M0008,2025-03,1373832,46,46,29865.91304347826,858704.0,59.99,0.0,가맹점_8,교육,인천,안정,358391.0,23342,15.35,정상,3,2025,858704.0,1131030.0,1464912.0,1121188.6666666667,36.333333333333336,1,4,1,1440180.0
M0008,2025-04,1440180,48,47,30003.75,1373832.0,4.83,2.13,가맹점_8,교육,인천,안정,367714.0,31464,11.69,정상,4,2025,1373832.0,858704.0,1131030.0,1224238.6666666667,41.333333333333336,1,4,1,1231527.0
M0008,2025-05,1231527,42,42,29322.071428571428,1440180.0,-14.49,0.0,가맹점_8,교육,인천,안정,351865.0,29303,12.01,정상,5,2025,1440180.0,1373832.0,858704.0,1348513.0,45.333333333333336,1,4,1,1538840.0
M0008,2025-06,1538840,49,48,31404.897959183672,1231527.0,24.95,2.08,가맹점_8,교육,인천,안정,384697.0,28449,13.52,정상,6,2025,1231527.0,1440180.0,1373832.0,1403515.6666666667,46.333333333333336,1,4,1,1962133.0
M0008,2025-07,1962133,66,66,29729.28787878788,1538840.0,27.51,0.0,가맹점_8,교육,인천,안정,356751.0,33207,10.74,정상,7,2025,1538840.0,1231527.0,1440180.0,1577500.0,52.333333333333336,1,4,1,1522925.0
M0008,2025-08,1522925,51,51,29861.274509803923,1962133.0,-22.38,0.0,가맹점_8,교육,인천,안정,358335.0,30550,11.73,정상,8,2025,1962133.0,1538840.0,1231527.0,1674632.6666666667,55.333333333333336,1,4,1,1228531.0
M0008,2025-09,1228531,44,44,27921.159090909092,1522925.0,-19.33,0.0,가맹점_8,교육,인천,안정,335054.0,16459,20.36,정상,9,2025,1522925.0,1962133.0,1538840.0,1571196.3333333333,53.666666666666664,1,4,1,1362758.0
M0008,2025-10,1362758,45,45,30283.51111111111,1228531.0,10.93,0.0,가맹점_8,교육,인천,안정,363402.0,12610,28.82,정상,10,2025,1228531.0,1522925.0,1962133.0,1371404.6666666667,46.666666666666664,1,4,1,1693781.0
M0008,2025-11,1693781,58,58,29203.120689655174,1362758.0,24.29,0.0,가맹점_8,교육,인천,안정,350437.0,31717,11.05,정상,11,2025,1362758.0,1228531.0,1522925.0,1428356.6666666667,49.0,1,4,1,1169826.0
M0008,2025-12,1169826,45,45,25996.133333333335,1693781.0,-30.93,0.0,가맹점_8,교육,인천,안정,311954.0,20174,15.46,정상,12,2025,1693781.0,1362758.0,1228531.0,1408788.3333333333,49.333333333333336,1,4,1,
M0009,2023-01,3180777,80,78,39759.7125,,,2.56,가맹점_9,카페,경기,안정,489331.0,23136,21.15,정상,1,2023,,,,3180777.0,80.0,6,0,1,3127683.0
M0009,2023-02,3127683,82,80,38142.4756097561,3180777.0,-1.67,2.5,가맹점_9,카페,경기,안정,469152.0,28795,16.29,정상,2,2023,3180777.0,,,3154230.0,81.0,6,0,1,3759545.0
M0009,2023-03,3759545,94,94,39995.15957446808,3127683.0,20.2,0.0,가맹점_9,카페,경기,안정,479942.0,34743,13.81,정상,3,2023,3127683.0,3180777.0,,3356001.6666666665,85.33333333333333,6,0,1,2868709.0
M0009,2023-04,2868709,80,79,35858.8625,3759545.0,-23.7,1.27,가맹점_9,카페,경기,안정,435771.0,25732,16.93,정상,4,2023,3759545.0,3127683.0,3180777.0,3251979.0,85.33333333333333,6,0,1,3870309.0
M0009,2023-05,3870309,96,95,40315.71875,2868709.0,34.91,1.05,가맹점_9,카페,경기,안정,488868.0,10111,48.35,정상,5,2023,2868709.0,3759545.0,3127683.0,3499521.0,90.0,6,0,1,3615540.0
M0009,2023-06,3615540,100,99,36155.4,3870309.0,-6.58,1.01,가맹점_9,카페,경기,안정,438247.0,13668,32.06,정상,6,2023,3870309.0,2868709.0,3759545.0,3451519.3333333335,92.0,6,0,1,3810717.0
M0009,2023-07,3810717,103,103,36997.25242718447,3615540.0,5.4,0.0,가맹점_9,카페,경기,안정,443967.0,23875,18.6,정상,7,2023,3615540.0,3870309.0,2868709.0,3765522.0,99.66666666666667,6,0,1,3993281.0
M0009,2023-08,3993281,117,116,34130.606837606836,3810717.0,4.79,0.86,가맹점_9,카페,경기,안정,413090.0,9428,43.82,정상,8,2023,3810717.0,3615540.0,3870309.0,3806512.6666666665,106.66666666666667,6,0,1,3532462.0
M0009,2023-09,3532462,95,94,37183.81052631579,3993281.0,-11.54,1.06,가맹점_9,카페,경기,안정,450936.0,15399,29.28,정상,9,2023,3993281.0,3810717.0,3615540.0,3778820.0,105.0,6,0,1,3685346.0
M0009,2023-10,3685346,100,97,36853.46,3532462.0,4.33,3.09,가맹점_9,카페,경기,안정,455907.0,11628,39.21,정상,10,2023,3532462.0,3993281.0,3810717.0,3737029.6666666665,104.0,6,0,1,4402975.0
M0009,2023-11,4402975,126,125,34944.24603174603,3685346.0,19.47,0.8,가맹점_9,카페,경기,안정,422686.0,26587,15.9,정상,11,2023,3685346.0,3532462.0,3993281.0,3873594.3333333335,107.0,6,0,1,4222102.0
M0009,2023-12,4222102,118,118,35780.52542372881,4402975.0,-4.11,0.0,가맹점_9,카페,경기,안정,429366.0,28151,15.25,정상,12,2023,4402975.0,3685346.0,3532462.0,4103474.3333333335,114.66666666666667,6,0,1,2946988.0
M0009,2024-01,2946988,80,79,36837.35,4222102.0,-30.2,1.27,가맹점_9,카페,경기,안정,447662.0,27791,16.11,정상,1,2024,4222102.0,4402975.0,3685346.0,3857355.0,108.0,6,0,1,2822825.0
M0009,2024-02,2822825,77,76,36660.06493506493,2946988.0,-4.21,1.32,가맹점_9,카페,경기,안정,445728.0,23003,19.38,정상,2,2024,2946988.0,4222102.0,4402975.0,3330638.3333333335,91.66666666666667,6,0,1,4020499.0
M0009,2024-03,4020499,114,113,35267.5350877193,2822825.0,42.43,0.88,가맹점_9,카페,경기,안정,426935.0,16124,26.48,정상,3,2024,2822825.0,2946988.0,4222102.0,3263437.3333333335,90.33333333333333,6,0,1,3864073.0
M0009,2024-04,3864073,99,96,39031.0404040404,4020499.0,-3.89,3.12,가맹점_9,카페,경기,안정,482986.0,13564,35.61,정상,4,2024,4020499.0,2822825.0,2946988.0,3569132.3333333335,96.66666666666667,6,0,1,3255961.0
M0009,2024-05,3255961,85,83,38305.42352941177,3864073.0,-15.74,2.41,가맹점_9,카페,경기,안정,470743.0,15933,29.55,정상,5,2024,3864073.0,4020499.0,2822825.0,3713511.0,99.33333333333333,6,0,1,3630250.0
M0009,2024-06,3630250,95,95,38213.15789473684,3255961.0,11.5,0.0,가맹점_9,카페,경기,안정,458558.0,9925,46.2,정상,6,2024,3255961.0,3864073.0,4020499.0,3583428.0,93.0,6,0,1,4206977.0
M0009,2024-07,4206977,118,117,35652.34745762712,3630250.0,15.89,0.85,가맹점_9,카페,경기,안정,431465.0,8726,49.45,정상,7,2024,3630250.0,3255961.0,3864073.0,3697729.3333333335,99.33333333333333,6,0,1,3943001.0
M0009,2024-08,3943001,100,98,39430.01,4206977.0,-6.27,2.04,가맹점_9,카페,경기,안정,482813.0,16194,29.81,정상,8,2024,4206977.0,3630250.0,3255961.0,3926742.6666666665,104.33333333333333,6,0,1,4216164.0
M0009,2024-09,4216164,116,113,36346.24137931035,3943001.0,6.93,2.65,가맹점_9,카페,경기,안정,447713.0,8334,53.72,정상,9,2024,3943001.0,4206977.0,3630250.0,4122047.3333333335,111.33333333333333,6,0,1,3381049.0
M0009,2024-10,3381049,104,103,32510.08653846154,4216164.0,-19.81,0.97,가맹점_9,카페,경기,안정,393905.0,9465,41.62,정상,10,2024,4216164.0,3943001.0,4206977.0,3846738.0,106.66666666666667,6,0,1,4462945.0
M0009,2024-11,4462945,108,105,41323.56481481482,3381049.0,32.0,2.86,가맹점_9,카페,경기,안정,510065.0,23608,21.61,정상,11,2024,3381049.0,4216164.0,3943001.0,4020052.6666666665,109.33333333333333,6,0,1,3722245.0
M0009,2024-12,3722245,109,107,34149.036697247706,4462945.0,-16.6,1.87,가맹점_9,카페,경기,안정,417451.0,18316,22.79,정상,12,2024,4462945.0,3381049.0,4216164.0,3855413.0,107.0,6,0,1,2751851.0
M0009,2025-01,2751851,72,71,38220.15277777778,3722245.0,-26.07,1.41,가맹점_9,카페,경기,안정,465109.0,11630,39.99,정상,1,2025,3722245.0,4462945.0,3381049.0,3645680.3333333335,96.33333333333333,6,0,1,3377394.0
M0009,2025-02,3377394,91,89,37114.21978021978,2751851.0,22.73,2.25,가맹점_9,카페,경기,안정,455391.0,18175,25.06,정상,2,2025,2751851.0,3722245.0,4462945.0,3283830.0,90.66666666666667,6,0,1,3839489.0
M0009,2025-03,3839489,102,99,37642.049019607846,3377394.0,13.68,3.03,가맹점_9,카페,경기,안정,465391.0,16956,27.45,정상,3,2025,3377394.0,2751851.0,3722245.0,3322911.3333333335,88.33333333333333,6,0,1,3493636.0
M0009,2025-04,3493636,90,90,38818.177777777775,3839489.0,-9.01,0.0,가맹점_9,카페,경기,안정,465818.0,20359,22.88,정상,4,2025,3839489.0,3377394.0,2751851.0,3570173.0,94.33333333333333,6,0,1,2910438.0
M0009,2025-05,2910438,79,78,36840.987341772154,3493636.0,-16.69,1.28,가맹점_9,카페,경기,안정,447751.0,23126,19.36,정상,5,2025,3493636.0,3839489.0,3377394.0,3414521.0,90.33333333333333,6,0,1,3347251.0
M0009,2025-06,3347251,87,84,38474.14942528736,2910438.0,15.01,3.57,가맹점_9,카페,경기,안정,478172.0,15152,31.56,정상,6,2025,2910438.0,3493636.0,3839489.0,3250441.6666666665,85.33333333333333,6,0,1,3812664.0
M0009,2025-07,3812664,96,95,39715.25,3347251.0,13.9,1.05,가맹점_9,카페,경기,안정,481587.0,15819,30.44,정상,7,2025,3347251.0,2910438.0,3493636.0,3356784.3333333335,87.33333333333333,6,0,1,3733134.0
M0009,2025-08,3733134,98,95,38093.204081632655,3812664.0,-2.09,3.16,가맹점_9,카페,경기,안정,471563.0,30485,15.47,정상,8,2025,3812664.0,3347251.0,2910438.0,3631016.3333333335,93.66666666666667,6,0,1,9280833.0
M0009,2025-09,9280833,100,98,92808.33,3733134.0,148.61,2.04,가맹점_9,카페,경기,안정,1136419.0,22355,50.84,revenue_spike,9,2025,3733134.0,3812664.0,3347251.0,5608877.0,98.0,6,0,1,3486837.0
M0009,2025-10,3486837,97,95,35946.77319587629,9280833.0,-62.43,2.11,가맹점_9,카페,경기,안정,440463.0,24245,18.17,정상,10,2025,9280833.0,3733134.0,3812664.0,5500268.0,98.33333333333333,6,0,1,4097537.0
M0009,2025-11,4097537,115,114,35630.75652173913,3486837.0,17.51,0.88,가맹점_9,카페,경기,안정,431332.0,25351,17.01,정상,11,2025,3486837.0,9280833.0,3733134.0,5621735.666666667,104.0,6,0,1,4659667.0
M0009,2025-12,4659667,112,111,41604.169642857145,4097537.0,13.72,0.9,가맹점_9,카페,경기,안정,503743.0,32872,15.32,정상,12,2025,4097537.0,3486837.0,9280833.0,4081347.0,108.0,6,0,1,
M0010,2023-01,1137357,30,30,37911.9,,,0.0,가맹점_10,음식점,대구,정체,454943.0,25196,18.06,정상,1,2023,,,,1137357.0,30.0,4,1,2,1745547.0
M0010,2023-02,1745547,38,38,45935.44736842105,1137357.0,53.47,0.0,가맹점_10,음식점,대구,정체,551225.0,16622,33.16,정상,2,2023,1137357.0,,,1441452.0,34.0,4,1,2,1608270.0
M0010,2023-03,1608270,39,39,41237.692307692305,1745547.0,-7.86,0.0,가맹점_10,음식점,대구,정체,494852.0,23806,20.79,정상,3,2023,1745547.0,1137357.0,,1497058.0,35.666666666666664,4,1,2,1451298.0
M0010,2023-04,1451298,37,37,39224.27027027027,1608270.0,-9.76,0.0,가맹점_10,음식점,대구,정체,470691.0,16243,28.98,정상,4,2023,1608270.0,1745547.0,1137357.0,1601705.0,38.0,4,1,2,1514538.0
M0010,2023-05,1514538,36,36,42070.5,1451298.0,4.36,0.0,가맹점_10,음식점,대구,정체,504846.0,34801,14.51,정상,5,2023,1451298.0,1608270.0,1745547.0,1524702.0,37.333333333333336,4,1,2,2316415.0
M0010,2023-06,2316415,57,57,40638.85964912281,1514538.0,52.95,0.0,가맹점_10,음식점,대구,정체,487666.0,34692,14.06,정상,6,2023,1514538.0,1451298.0,1608270.0,1760750.3333333333,43.333333333333336,4,1,2,1944084.0
M0010,2023-07,1944084,50,50,38881.68,2316415.0,-16.07,0.0,가맹점_10,음식점,대구,정체,466580.0,12658,36.86,정상,7,2023,2316415.0,1514538.0,1451298.0,1925012.3333333333,47.666666666666664,4,1,2,2360964.0
M0010,2023-08,2360964,54,54,43721.555555555555,1944084.0,21.44,0.0,가맹점_10,음식점,대구,정체,524659.0,15709,33.4,정상,8,2023,1944084.0,2316415.0,1514538.0,2207154.3333333335,53.666666666666664,4,1,2,1898182.0
M0010,2023-09,1898182,48,48,39545.458333333336,2360964.0,-19.6,0.0,가맹점_10,음식점,대구,정체,474546.0,26056,18.21,정상,9,2023,2360964.0,1944084.0,2316415.0,2067743.3333333333,50.666666666666664,4,1,2,1970548.0
M0010,2023-10,1970548,50,50,39410.96,1898182.0,3.81,0.0,가맹점_10,음식점,대구,정체,472932.0,24405,19.38,정상,10,2023,1898182.0,2360964.0,1944084.0,2076564.6666666667,50.666666666666664,4,1,2,2212500.0
M0010,2023-11,2212500,54,53,40972.22222222222,1970548.0,12.28,1.89,가맹점_10,음식점,대구,정체,500959.0,30558,16.39,정상,11,2023,1970548.0,1898182.0,2360964.0,2027076.6666666667,50.666666666666664,4,1,2,1555473.0
M0010,2023-12,1555473,37,36,42039.81081081081,2212500.0,-29.7,2.78,가맹점_10,음식점,대구,정체,518502.0,22626,22.92,정상,12,2023,2212500.0,1970548.0,1898182.0,1912840.3333333333,47.0,4,1,2,1494612.0
M0010,2024-01,1494612,38,38,39331.89473684211,1555473.0,-3.91,0.0,가맹점_10,음식점,대구,정체,471983.0,25364,18.61,정상,1,2024,1555473.0,2212500.0,1970548.0,1754195.0,43.0,4,1,2,1825686.0
M0010,2024-02,1825686,39,39,46812.46153846154,1494612.0,22.15,0.0,가맹점_10,음식점,대구,정체,561750.0,8653,64.92,정상,2,2024,1494612.0,1555473.0,2212500.0,1625257.0,38.0,4,1,2,1609321.0
M0010,2024-03,1609321,41,41,39251.73170731707,1825686.0,-11.85,0.0,가맹점_10,음식점,대구,정체,471021.0,27129,17.36,정상,3,2024,1825686.0,1494612.0,1555473.0,1643206.3333333333,39.333333333333336,4,1,2,1347278.0
M0010,2024-04,1347278,35,35,38493.65714285714,1609321.0,-16.28,0.0,가맹점_10,음식점,대구,정체,461924.0,34383,13.43,정상,4,2024,1609321.0,1825686.0,1494612.0,1594095.0,38.333333333333336,4,1,2,1551426.0
M0010,2024-05,1551426,40,40,38785.65,1347278.0,15.15,0.0,가맹점_10,음식점,대구,정체,465428.0,15013,31.0,정상,5,2024,1347278.0,1609321.0,1825686.0,1502675.0,38.666666666666664,4,1,2,1840867.0
M0010,2024-06,1840867,43,43,42810.86046511628,1551426.0,18.66,0.0,가맹점_10,음식점,대구,정체,513730.0,31905,16.1,정상,6,2024,1551426.0,1347278.0,1609321.0,1579857.0,39.333333333333336,4,1,2,1779916.0
M0010,2024-07,1779916,43,43,41393.395348837206,1840867.0,-3.31,0.0,가맹점_10,음식점,대구,정체,496721.0,24655,20.15,정상,7,2024,1840867.0,1551426.0,1347278.0,1724069.6666666667,42.0,4,1,2,1840955.0
M0010,2024-08,1840955,46,46,40020.760869565216,1779916.0,3.43,0.0,가맹점_10,음식점,대구,정체,480249.0,22360,21.48,정상,8,2024,1779916.0,1840867.0,1551426.0,1820579.3333333333,44.0,4,1,2,1804737.0
M0010,2024-09,1804737,42,42,42969.92857142857,1840955.0,-1.97,0.0,가맹점_10,음식점,대구,정체,515639.0,13241,38.94,정상,9,2024,1840955.0,1779916.0,1840867.0,1808536.0,43.666666666666664,4,1,2,1293787.0
M0010,2024-10,1293787,33,33,39205.666666666664,1804737.0,-28.31,0.0,가맹점_10,음식점,대구,정체,470468.0,32620,14.42,정상,10,2024,1804737.0,1840955.0,1779916.0,1646493.0,40.333333333333336,4,1,2,2242878.0
M0010,2024-11,2242878,55,54,40779.6,1293787.0,73.36,1.85,가맹점_10,음식점,대구,정체,498408.0,27111,18.38,정상,11,2024,1293787.0,1804737.0,1840955.0,1780467.3333333333,43.333333333333336,4,1,2,2443271.0
